id,Hospital Value,Description,MiHIN Value,MiHIN Description
a2e89a3356cebcac57b2fbb237d717d6,REGENCY WHITMORE LAKE,REGENCY WHITMORE LAKE,,""
a2e89a3356cebcac57b2fbb237d717d6,REGENCYEMPLOYEE BENEFITS,REGENCYEMPLOYEE BENEFITS,,""
a2e89a3356cebcac57b2fbb237d717d6,REISING MEDICAL SOLUTIONS,REISING MEDICAL SOLUTIONS,,""
a2e89a3356cebcac57b2fbb237d717d6,RELIAN CLEANING SERVICES,RELIAN CLEANING SERVICES,,""
a2e89a3356cebcac57b2fbb237d717d6,RELIANCE COMM. CARE PARTN,RELIANCE COMM. CARE PARTN,,""
a2e89a3356cebcac57b2fbb237d717d6,RELIANCE STANDARD,RELIANCE STANDARD,,""
a2e89a3356cebcac57b2fbb237d717d6,RENAISSANCE RENAL,RENAISSANCE RENAL,,""
a2e89a3356cebcac57b2fbb237d717d6,RENAL TRANSPLANT SERVICES,RENAL TRANSPLANT SERVICES,,""
a2e89a3356cebcac57b2fbb237d717d6,REPAIRCLINIC,REPAIRCLINIC,,""
a2e89a3356cebcac57b2fbb237d717d6,REPAIRCLINIC.COM,REPAIRCLINIC.COM,,""
a2e89a3356cebcac57b2fbb237d717d6,REPULIC SERVICES,REPULIC SERVICES,,""
a2e89a3356cebcac57b2fbb237d717d6,RES.COM ELECTRIC INC,RES.COM ELECTRIC INC,,""
a2e89a3356cebcac57b2fbb237d717d6,RESIDENTIAL HOME HEALTH,RESIDENTIAL HOME HEALTH,,""
a2e89a3356cebcac57b2fbb237d717d6,RESIDENTIAL HOSPICE,RESIDENTIAL HOSPICE,,""
a2e89a3356cebcac57b2fbb237d717d6,RESIDENTIAL HOSPICE LLC,RESIDENTIAL HOSPICE LLC,,""
a2e89a3356cebcac57b2fbb237d717d6,RESTORATION SERVICES,RESTORATION SERVICES,,""
a2e89a3356cebcac57b2fbb237d717d6,RETAILERS INSURANCE CO,RETAILERS INSURANCE CO,,""
a2e89a3356cebcac57b2fbb237d717d6,RETAILERS MUTUAL SEDGWICK,RETAILERS MUTUAL SEDGWICK,,""
a2e89a3356cebcac57b2fbb237d717d6,RETIREE MEDICAL INSURANCE,RETIREE MEDICAL INSURANCE,,""
a2e89a3356cebcac57b2fbb237d717d6,RHENUSANA,RHENUSANA,,""
a2e89a3356cebcac57b2fbb237d717d6,RHETECH INC,RHETECH INC,,""
a2e89a3356cebcac57b2fbb237d717d6,RICH AND CAMPBELL,RICH AND CAMPBELL,,""
a2e89a3356cebcac57b2fbb237d717d6,RICS FOOD CENTER,RICS FOOD CENTER,,""
a2e89a3356cebcac57b2fbb237d717d6,RIDER SERVICES-WKMAN COMP,RIDER SERVICES-WKMAN COMP,,""
a2e89a3356cebcac57b2fbb237d717d6,RIGHT CHOICE/BCBS OF MI,RIGHT CHOICE/BCBS OF MI,,""
a2e89a3356cebcac57b2fbb237d717d6,RISING MEDICAL SOLUTIONS,RISING MEDICAL SOLUTIONS,,""
a2e89a3356cebcac57b2fbb237d717d6,RISK MANAGEMENT,RISK MANAGEMENT,,""
a2e89a3356cebcac57b2fbb237d717d6,RIVER CITY MECHANICAL,RIVER CITY MECHANICAL,,""
a2e89a3356cebcac57b2fbb237d717d6,RIVER VALLEY CHOICE PLUS,RIVER VALLEY CHOICE PLUS,,""
a2e89a3356cebcac57b2fbb237d717d6,RIVERTOWN INS AGENCE,RIVERTOWN INS AGENCE,,""
a2e89a3356cebcac57b2fbb237d717d6,ROB MIONI,ROB MIONI,,""
a2e89a3356cebcac57b2fbb237d717d6,ROBERT HALF PROTIVITI,ROBERT HALF PROTIVITI,,""
a2e89a3356cebcac57b2fbb237d717d6,ROBERT WINE ATTORNEY,ROBERT WINE ATTORNEY,,""
a2e89a3356cebcac57b2fbb237d717d6,ROBERTA,ROBERTA,,""
a2e89a3356cebcac57b2fbb237d717d6,ROCKFORD CHRISTIAN,ROCKFORD CHRISTIAN,,""
a2e89a3356cebcac57b2fbb237d717d6,ROCKY MOUNTAIN HEALTH,ROCKY MOUNTAIN HEALTH,,""
a2e89a3356cebcac57b2fbb237d717d6,ROOSEVELT PARK NURSING,ROOSEVELT PARK NURSING,,""
a2e89a3356cebcac57b2fbb237d717d6,ROUND  SUE,ROUND  SUE,,""
a2e89a3356cebcac57b2fbb237d717d6,ROWERDINK,ROWERDINK,,""
a2e89a3356cebcac57b2fbb237d717d6,ROYAL TECHNOLOGIES,ROYAL TECHNOLOGIES,,""
a2e89a3356cebcac57b2fbb237d717d6,RPW INC.,RPW INC.,,""
a2e89a3356cebcac57b2fbb237d717d6,RSA TRAVEL INSURNCE INC,RSA TRAVEL INSURNCE INC,,""
a2e89a3356cebcac57b2fbb237d717d6,RSI LEASING,RSI LEASING,,""
a2e89a3356cebcac57b2fbb237d717d6,RSL SPECIALITY PRODUCTS,RSL SPECIALITY PRODUCTS,,""
a2e89a3356cebcac57b2fbb237d717d6,RSL SPECIALITY PRODUCTS A,RSL SPECIALITY PRODUCTS A,,""
a2e89a3356cebcac57b2fbb237d717d6,RSL SPECIALTY PROCUCTS,RSL SPECIALTY PROCUCTS,,""
a2e89a3356cebcac57b2fbb237d717d6,RSL SPECIALTY PRODUCTS,RSL SPECIALTY PRODUCTS,,""
a2e89a3356cebcac57b2fbb237d717d6,RSL SPECIALTY PRODUCTS AD,RSL SPECIALTY PRODUCTS AD,,""
a2e89a3356cebcac57b2fbb237d717d6,RTW,RTW,,""
a2e89a3356cebcac57b2fbb237d717d6,RTW  INC.,RTW  INC.,,""
a2e89a3356cebcac57b2fbb237d717d6,RTW INC,RTW INC,,""
a2e89a3356cebcac57b2fbb237d717d6,RTW INC.,RTW INC.,,""
a2e89a3356cebcac57b2fbb237d717d6,RTW INSURANCE CO,RTW INSURANCE CO,,""
a2e89a3356cebcac57b2fbb237d717d6,RUBNER,RUBNER,,""
a2e89a3356cebcac57b2fbb237d717d6,RUBY TUESDAYS CORPORATE,RUBY TUESDAYS CORPORATE,,""
a2e89a3356cebcac57b2fbb237d717d6,RURAL CARRIER,RURAL CARRIER,,""
a2e89a3356cebcac57b2fbb237d717d6,RURAL CARRIER BENEFIT,RURAL CARRIER BENEFIT,,""
a2e89a3356cebcac57b2fbb237d717d6,RURAL CARRIER BENEFIT PLA,RURAL CARRIER BENEFIT PLA,,""
a2e89a3356cebcac57b2fbb237d717d6,RURAL CARRIER PLAN,RURAL CARRIER PLAN,,""
a2e89a3356cebcac57b2fbb237d717d6,RURUAL CARRIER BENEFIT,RURUAL CARRIER BENEFIT,,""
a2e89a3356cebcac57b2fbb237d717d6,RW BAKERS,RW BAKERS,,""
a2e89a3356cebcac57b2fbb237d717d6,RWS INC.,RWS INC.,,""
a2e89a3356cebcac57b2fbb237d717d6,RYAN WHITE 150,RYAN WHITE 150,,""
a2e89a3356cebcac57b2fbb237d717d6,RYDER SERVICES,RYDER SERVICES,,""
a2e89a3356cebcac57b2fbb237d717d6,RYDER SERVICES CORP,RYDER SERVICES CORP,,""
a2e89a3356cebcac57b2fbb237d717d6,RYFER SERVICES CORP,RYFER SERVICES CORP,,""
a2e89a3356cebcac57b2fbb237d717d6,S,CHAMPUS,,""
a2e89a3356cebcac57b2fbb237d717d6,S.P.I.S.,S.P.I.S.,,""
a2e89a3356cebcac57b2fbb237d717d6,SAAGARA,SAAGARA,,""
a2e89a3356cebcac57b2fbb237d717d6,SAFE CO INSURANCE,SAFE CO INSURANCE,,""
a2e89a3356cebcac57b2fbb237d717d6,SAFECO,SAFECO,,""
a2e89a3356cebcac57b2fbb237d717d6,SAFECO AUTO INS,SAFECO AUTO INS,,""
a2e89a3356cebcac57b2fbb237d717d6,SAFECO AUTO INSURANCE,SAFECO AUTO INSURANCE,,""
a2e89a3356cebcac57b2fbb237d717d6,SAFECO CLAIMS,SAFECO CLAIMS,,""
a2e89a3356cebcac57b2fbb237d717d6,SAFECO INS COMPANY,SAFECO INS COMPANY,,""
a2e89a3356cebcac57b2fbb237d717d6,SAFECO INS COMPANY OF AME,SAFECO INS COMPANY OF AME,,""
a2e89a3356cebcac57b2fbb237d717d6,SAFECO INSURANCE,SAFECO INSURANCE,,""
a2e89a3356cebcac57b2fbb237d717d6,SAFECO INSURANCE   R,SAFECO INSURANCE   R,,""
a2e89a3356cebcac57b2fbb237d717d6,SAFECO INSURANCE CO,SAFECO INSURANCE CO,,""
a2e89a3356cebcac57b2fbb237d717d6,SAFECO INSURANCE COMPANY,SAFECO INSURANCE COMPANY,,""
a2e89a3356cebcac57b2fbb237d717d6,SAFTY NATIONAL,SAFTY NATIONAL,,""
a2e89a3356cebcac57b2fbb237d717d6,SAGAMORE HEALTH,SAGAMORE HEALTH,,""
a2e89a3356cebcac57b2fbb237d717d6,SAGAMORE HEALTH NETWORK,SAGAMORE HEALTH NETWORK,,""
a2e89a3356cebcac57b2fbb237d717d6,SAINT ANN'S,SAINT ANN'S,,""
a2e89a3356cebcac57b2fbb237d717d6,SAINT JOES LIVINGSTON,SAINT JOES LIVINGSTON,,""
a2e89a3356cebcac57b2fbb237d717d6,SAINT MARY'S KIDNEY PROGR,SAINT MARY'S KIDNEY PROGR,,""
a2e89a3356cebcac57b2fbb237d717d6,SALINE COMMUNITY ED ACCT,SALINE COMMUNITY ED ACCT,,""
a2e89a3356cebcac57b2fbb237d717d6,SALINE EVANGELICAL,SALINE EVANGELICAL,,""
a2e89a3356cebcac57b2fbb237d717d6,SALINE EVANGELICAL HOME,SALINE EVANGELICAL HOME,,""
a2e89a3356cebcac57b2fbb237d717d6,SALLY MELLEMA,SALLY MELLEMA,,""
a2e89a3356cebcac57b2fbb237d717d6,SALT SPRINGS BREWERY,SALT SPRINGS BREWERY,,""
a2e89a3356cebcac57b2fbb237d717d6,SALVATION ARMY,SALVATION ARMY,,""
a2e89a3356cebcac57b2fbb237d717d6,SAM BROWN COMPANY,SAM BROWN COMPANY,,""
a2e89a3356cebcac57b2fbb237d717d6,SAMARITAN ADVANTAGE,SAMARITAN ADVANTAGE,,""
a2e89a3356cebcac57b2fbb237d717d6,SAMARITAN MINISTRIES,SAMARITAN MINISTRIES,,""
a2e89a3356cebcac57b2fbb237d717d6,SAMBA,SAMBA,,""
a2e89a3356cebcac57b2fbb237d717d6,SANCTARY OF WHITE LAKE,SANCTARY OF WHITE LAKE,,""
a2e89a3356cebcac57b2fbb237d717d6,SANCTUARY,SANCTUARY,,""
a2e89a3356cebcac57b2fbb237d717d6,SANCTUARY AT MARYWOOD,SANCTUARY AT MARYWOOD,,""
a2e89a3356cebcac57b2fbb237d717d6,SANCTUARY AT MCAULEY,SANCTUARY AT MCAULEY,,""
a2e89a3356cebcac57b2fbb237d717d6,SANCTUARY AT MCCAULEY,SANCTUARY AT MCCAULEY,,""
a2e89a3356cebcac57b2fbb237d717d6,SANCTUARY AT THE PARK,SANCTUARY AT THE PARK,,""
a2e89a3356cebcac57b2fbb237d717d6,SANCTUARY AT THE SHORE,SANCTUARY AT THE SHORE,,""
a2e89a3356cebcac57b2fbb237d717d6,SANCTUARY AT WHITE LAKE,SANCTUARY AT WHITE LAKE,,""
a2e89a3356cebcac57b2fbb237d717d6,SANCTUARY OF WHITE LAKE,SANCTUARY OF WHITE LAKE,,""
a2e89a3356cebcac57b2fbb237d717d6,SANCTUARY WHITE LAKE,SANCTUARY WHITE LAKE,,""
a2e89a3356cebcac57b2fbb237d717d6,SANCTURAY AT MCCAULEY,SANCTURAY AT MCCAULEY,,""
a2e89a3356cebcac57b2fbb237d717d6,SANITAS,SANITAS,,""
a2e89a3356cebcac57b2fbb237d717d6,SANTA CLARA FAMILY HLTH P,SANTA CLARA FAMILY HLTH P,,""
a2e89a3356cebcac57b2fbb237d717d6,SANTUCARY AT MCCAULY,SANTUCARY AT MCCAULY,,""
a2e89a3356cebcac57b2fbb237d717d6,SAPP  THERESA,SAPP  THERESA,,""
a2e89a3356cebcac57b2fbb237d717d6,SARAH DARE,SARAH DARE,,""
a2e89a3356cebcac57b2fbb237d717d6,SAULT SAINTE MARIE TRIBE,SAULT SAINTE MARIE TRIBE,,""
a2e89a3356cebcac57b2fbb237d717d6,SAVE-A-LOT #526,SAVE-A-LOT #526,,""
a2e89a3356cebcac57b2fbb237d717d6,SAVERS CHOICE OF AMERICA,SAVERS CHOICE OF AMERICA,,""
a2e89a3356cebcac57b2fbb237d717d6,SCAN CLAIMS DEPARTMENT,SCAN CLAIMS DEPARTMENT,,""
a2e89a3356cebcac57b2fbb237d717d6,SCAN HEALTH PLAN,SCAN HEALTH PLAN,,""
a2e89a3356cebcac57b2fbb237d717d6,SCHAFFNER MANUFACTURING,SCHAFFNER MANUFACTURING,,""
a2e89a3356cebcac57b2fbb237d717d6,SCHAWNS,SCHAWNS,,""
a2e89a3356cebcac57b2fbb237d717d6,SCIS AIR SECURITY,SCIS AIR SECURITY,,""
a2e89a3356cebcac57b2fbb237d717d6,SCMS,SCMS,,""
a2e89a3356cebcac57b2fbb237d717d6,SCMS  INC,SCMS  INC,,""
a2e89a3356cebcac57b2fbb237d717d6,SCOTT,SCOTT,,""
a2e89a3356cebcac57b2fbb237d717d6,SCOTT MEATS,SCOTT MEATS,,""
a2e89a3356cebcac57b2fbb237d717d6,SCRIPTGUIDE RX,SCRIPTGUIDE RX,,""
a2e89a3356cebcac57b2fbb237d717d6,SEARS,SEARS,,""
a2e89a3356cebcac57b2fbb237d717d6,SEASON HOSPICE,SEASON HOSPICE,,""
a2e89a3356cebcac57b2fbb237d717d6,SEASONS HOSPICE,SEASONS HOSPICE,,""
a2e89a3356cebcac57b2fbb237d717d6,SECURA,SECURA,,""
a2e89a3356cebcac57b2fbb237d717d6,SECURA AUTO INS,SECURA AUTO INS,,""
a2e89a3356cebcac57b2fbb237d717d6,SECURA CO,SECURA CO,,""
a2e89a3356cebcac57b2fbb237d717d6,SECURA INS,SECURA INS,,""
a2e89a3356cebcac57b2fbb237d717d6,SECURA INS.,SECURA INS.,,""
a2e89a3356cebcac57b2fbb237d717d6,SECURA INSURANCE,SECURA INSURANCE,,""
a2e89a3356cebcac57b2fbb237d717d6,SECURA INSURANCE COMPANY,SECURA INSURANCE COMPANY,,""
a2e89a3356cebcac57b2fbb237d717d6,SECURA INSURNACE,SECURA INSURNACE,,""
a2e89a3356cebcac57b2fbb237d717d6,SECURE INSURANCE CO,SECURE INSURANCE CO,,""
a2e89a3356cebcac57b2fbb237d717d6,SECURE INSURE,SECURE INSURE,,""
a2e89a3356cebcac57b2fbb237d717d6,SECURE ONE,SECURE ONE,,""
a2e89a3356cebcac57b2fbb237d717d6,SECURE ONE ALT FUNDING,SECURE ONE ALT FUNDING,,""
a2e89a3356cebcac57b2fbb237d717d6,SECUREHORIZON DIRECT PRTA,SECUREHORIZON DIRECT PRTA,,""
a2e89a3356cebcac57b2fbb237d717d6,SECUREONE ALT FUNDING,SECUREONE ALT FUNDING,,""
a2e89a3356cebcac57b2fbb237d717d6,SECUREONE BENEFIT ADMIN,SECUREONE BENEFIT ADMIN,,""
a2e89a3356cebcac57b2fbb237d717d6,SECUREONE-PUP OF MICHIGAN,SECUREONE-PUP OF MICHIGAN,,""
a2e89a3356cebcac57b2fbb237d717d6,SECURITAS,SECURITAS,,""
a2e89a3356cebcac57b2fbb237d717d6,SECURITY HEALTH,SECURITY HEALTH,,""
a2e89a3356cebcac57b2fbb237d717d6,SECURITY HEALTH PLAN,SECURITY HEALTH PLAN,,""
a2e89a3356cebcac57b2fbb237d717d6,SEDGEWICK,SEDGEWICK,,""
a2e89a3356cebcac57b2fbb237d717d6,SEDGEWICK CMS,SEDGEWICK CMS,,""
a2e89a3356cebcac57b2fbb237d717d6,SEDGEWICK SMS,SEDGEWICK SMS,,""
a2e89a3356cebcac57b2fbb237d717d6,SEDGEWICK-CMS,SEDGEWICK-CMS,,""
a2e89a3356cebcac57b2fbb237d717d6,SEDGWICK,SEDGWICK,,""
a2e89a3356cebcac57b2fbb237d717d6,SEDGWICK 14484,SEDGWICK 14484,,""
a2e89a3356cebcac57b2fbb237d717d6,SEDGWICK CLAIMS,SEDGWICK CLAIMS,,""
a2e89a3356cebcac57b2fbb237d717d6,SEDGWICK CLAIMS MAN SER,SEDGWICK CLAIMS MAN SER,,""
a2e89a3356cebcac57b2fbb237d717d6,SEDGWICK CMS,SEDGWICK CMS,,""
a2e89a3356cebcac57b2fbb237d717d6,SEDGWICK INSURANCE,SEDGWICK INSURANCE,,""
a2e89a3356cebcac57b2fbb237d717d6,SEDWICK,SEDWICK,,""
a2e89a3356cebcac57b2fbb237d717d6,SEDWICK CLAIMS MANAGEMENT,SEDWICK CLAIMS MANAGEMENT,,""
a2e89a3356cebcac57b2fbb237d717d6,SEDWICK CMS,SEDWICK CMS,,""
a2e89a3356cebcac57b2fbb237d717d6,SELECT BENEFIT ADM/SYMETR,SELECT BENEFIT ADM/SYMETR,,""
a2e89a3356cebcac57b2fbb237d717d6,SELECT BENEFIT ADMIN,SELECT BENEFIT ADMIN,,""
a2e89a3356cebcac57b2fbb237d717d6,SELECT BENEFIT ADMINISTRA,SELECT BENEFIT ADMINISTRA,,""
a2e89a3356cebcac57b2fbb237d717d6,SELECT BENEFITS,SELECT BENEFITS,,""
a2e89a3356cebcac57b2fbb237d717d6,SELECT BENEFITS ADMIN,SELECT BENEFITS ADMIN,,""
a2e89a3356cebcac57b2fbb237d717d6,SELECT CARE,SELECT CARE,,""
a2e89a3356cebcac57b2fbb237d717d6,SELECT HEALTH OF SC,SELECT HEALTH OF SC,,""
a2e89a3356cebcac57b2fbb237d717d6,SELECT MED,SELECT MED,,""
a2e89a3356cebcac57b2fbb237d717d6,SELECT SPECIALTY HOSPITAL,SELECT SPECIALTY HOSPITAL,,""
a2e89a3356cebcac57b2fbb237d717d6,SELECT VALUE,SELECT VALUE,,""
a2e89a3356cebcac57b2fbb237d717d6,SELECTIVE,SELECTIVE,,""
a2e89a3356cebcac57b2fbb237d717d6,SELECTIVE BENEFITS,SELECTIVE BENEFITS,,""
a2e89a3356cebcac57b2fbb237d717d6,SELECTIVE INS,SELECTIVE INS,,""
a2e89a3356cebcac57b2fbb237d717d6,SELECTIVE INS COMP OF AME,SELECTIVE INS COMP OF AME,,""
a2e89a3356cebcac57b2fbb237d717d6,SELECTIVE INS. CO.,SELECTIVE INS. CO.,,""
a2e89a3356cebcac57b2fbb237d717d6,SELECTIVE INSURANCE,SELECTIVE INSURANCE,,""
a2e89a3356cebcac57b2fbb237d717d6,SELECTIVE INSURANCE AUTO,SELECTIVE INSURANCE AUTO,,""
a2e89a3356cebcac57b2fbb237d717d6,SELECTIVE INSURANCE GROUP,SELECTIVE INSURANCE GROUP,,""
a2e89a3356cebcac57b2fbb237d717d6,SELF PAY,SELF PAY,,""
a2e89a3356cebcac57b2fbb237d717d6,SELFPAY,SELF PAY,,""
a2e89a3356cebcac57b2fbb237d717d6,SELMAN AND COMPANY,SELMAN AND COMPANY,,""
a2e89a3356cebcac57b2fbb237d717d6,SEMINOLE SHORES,SEMINOLE SHORES,,""
a2e89a3356cebcac57b2fbb237d717d6,SENTRY,SENTRY,,""
a2e89a3356cebcac57b2fbb237d717d6,SENTRY AUTO CLAIMS SERVIC,SENTRY AUTO CLAIMS SERVIC,,""
a2e89a3356cebcac57b2fbb237d717d6,SENTRY HEALTH CARE,SENTRY HEALTH CARE,,""
a2e89a3356cebcac57b2fbb237d717d6,SENTRY INS,SENTRY INS,,""
a2e89a3356cebcac57b2fbb237d717d6,SENTRY INS CO,SENTRY INS CO,,""
a2e89a3356cebcac57b2fbb237d717d6,SENTRY INSURANCE,SENTRY INSURANCE,,""
a2e89a3356cebcac57b2fbb237d717d6,SERENITY POINT,SERENITY POINT,,""
a2e89a3356cebcac57b2fbb237d717d6,SERTA MATTRESS ATTN TRACY,SERTA MATTRESS ATTN TRACY,,""
a2e89a3356cebcac57b2fbb237d717d6,SERV RIGHT,SERV RIGHT,,""
a2e89a3356cebcac57b2fbb237d717d6,SET SEG,SET SEG,,""
a2e89a3356cebcac57b2fbb237d717d6,SETSEG INC.,SETSEG INC.,,""
a2e89a3356cebcac57b2fbb237d717d6,SEVEN CORNERS,SEVEN CORNERS,,""
a2e89a3356cebcac57b2fbb237d717d6,SEVEN CORNERS  INC.,SEVEN CORNERS  INC.,,""
a2e89a3356cebcac57b2fbb237d717d6,SEVEN CORNERS ATT,CLAIMS,,""
a2e89a3356cebcac57b2fbb237d717d6,SEVEN CORNERS INC,SEVEN CORNERS INC,,""
a2e89a3356cebcac57b2fbb237d717d6,SEVEN CORNERS INC.,SEVEN CORNERS INC.,,""
a2e89a3356cebcac57b2fbb237d717d6,SHAPE,SHAPE,,""
a2e89a3356cebcac57b2fbb237d717d6,SHARP HEALTH PLAN,SHARP HEALTH PLAN,,""
a2e89a3356cebcac57b2fbb237d717d6,SHEAKLEY UNICOMP,SHEAKLEY UNICOMP,,""
a2e89a3356cebcac57b2fbb237d717d6,SHEESH RESTAURANT,SHEESH RESTAURANT,,""
a2e89a3356cebcac57b2fbb237d717d6,SHELBY POLICE DEPARTMENT,SHELBY POLICE DEPARTMENT,,""
a2e89a3356cebcac57b2fbb237d717d6,SHERWIN WILLIAMS,SHERWIN WILLIAMS,,""
a2e89a3356cebcac57b2fbb237d717d6,SHINBERG INSURANCE,SHINBERG INSURANCE,,""
a2e89a3356cebcac57b2fbb237d717d6,SHINE N BRIGHT,SHINE N BRIGHT,,""
a2e89a3356cebcac57b2fbb237d717d6,SHL CLAIMS,SHL CLAIMS,,""
a2e89a3356cebcac57b2fbb237d717d6,SHL SOLUTIONS GROUP PPO,SHL SOLUTIONS GROUP PPO,,""
a2e89a3356cebcac57b2fbb237d717d6,SHONER PLASTICS,SHONER PLASTICS,,""
a2e89a3356cebcac57b2fbb237d717d6,SHORELINE INSURANCE,SHORELINE INSURANCE,,""
a2e89a3356cebcac57b2fbb237d717d6,SHRED IT,SHRED IT,,""
a2e89a3356cebcac57b2fbb237d717d6,SIDETRACK BAR AND GRILL,SIDETRACK BAR AND GRILL,,""
a2e89a3356cebcac57b2fbb237d717d6,SIERRA HEALTH,SIERRA HEALTH,,""
a2e89a3356cebcac57b2fbb237d717d6,SIERRA HEALTH AND LIFE,SIERRA HEALTH AND LIFE,,""
a2e89a3356cebcac57b2fbb237d717d6,SIGNATURE ADMINISTATORS,SIGNATURE ADMINISTATORS,,""
a2e89a3356cebcac57b2fbb237d717d6,SIGNATURE CARE,SIGNATURE CARE,,""
a2e89a3356cebcac57b2fbb237d717d6,SIGNATURE CLAIMS,SIGNATURE CLAIMS,,""
a2e89a3356cebcac57b2fbb237d717d6,SIGNATURE HEALTHCARE,SIGNATURE HEALTHCARE,,""
a2e89a3356cebcac57b2fbb237d717d6,SIHO,SIHO,,""
a2e89a3356cebcac57b2fbb237d717d6,SILVER LAKE STATE PARK,SILVER LAKE STATE PARK,,""
a2e89a3356cebcac57b2fbb237d717d6,SILVER STREET,SILVER STREET,,""
a2e89a3356cebcac57b2fbb237d717d6,SIMONE CONTRACTING CORP,SIMONE CONTRACTING CORP,,""
a2e89a3356cebcac57b2fbb237d717d6,SIMPLY HEALTHCARE PLANS,SIMPLY HEALTHCARE PLANS,,""
a2e89a3356cebcac57b2fbb237d717d6,SINAWI FINANCIAL INSUR,SINAWI FINANCIAL INSUR,,""
a2e89a3356cebcac57b2fbb237d717d6,SINGLETON'S HOUSE RENTALS,SINGLETON'S HOUSE RENTALS,,""
a2e89a3356cebcac57b2fbb237d717d6,SIS,SIS,,""
a2e89a3356cebcac57b2fbb237d717d6,SIS INSURANCE,SIS INSURANCE,,""
a2e89a3356cebcac57b2fbb237d717d6,SJMH HOSPICE,SJMH HOSPICE,,""
a2e89a3356cebcac57b2fbb237d717d6,SJMO,SJMO,,""
a2e89a3356cebcac57b2fbb237d717d6,SJMO EMPH,SJMO EMPH,,""
a2e89a3356cebcac57b2fbb237d717d6,SJMO EMPLOYEE HEALTH,SJMO EMPLOYEE HEALTH,,""
a2e89a3356cebcac57b2fbb237d717d6,SJMO EMPLOYEE HEATLH,SJMO EMPLOYEE HEATLH,,""
a2e89a3356cebcac57b2fbb237d717d6,SJMO OCC HEALTH,SJMO OCC HEALTH,,""
a2e89a3356cebcac57b2fbb237d717d6,SJMO OCC MED,SJMO OCC MED,,""
a2e89a3356cebcac57b2fbb237d717d6,SJMO PRE-EMPLOYMENT,SJMO PRE-EMPLOYMENT,,""
a2e89a3356cebcac57b2fbb237d717d6,SKALNEK FORD,SKALNEK FORD,,""
a2e89a3356cebcac57b2fbb237d717d6,SMARK HEALTH ABS PLAN,SMARK HEALTH ABS PLAN,,""
a2e89a3356cebcac57b2fbb237d717d6,SMART HEALTH,SMART HEALTH,,""
a2e89a3356cebcac57b2fbb237d717d6,SMART HEALTH ABS,SMART HEALTH ABS,,""
a2e89a3356cebcac57b2fbb237d717d6,SMART HEALTH ABS PLAN,SMART HEALTH ABS PLAN,,""
a2e89a3356cebcac57b2fbb237d717d6,SMART HEALTH PLAN,SMART HEALTH PLAN,,""
a2e89a3356cebcac57b2fbb237d717d6,SMITH DEVELOPMENT,SMITH DEVELOPMENT,,""
a2e89a3356cebcac57b2fbb237d717d6,SMITHS DISPOSAL,SMITHS DISPOSAL,,""
a2e89a3356cebcac57b2fbb237d717d6,SMJ INC,SMJ INC,,""
a2e89a3356cebcac57b2fbb237d717d6,SMR,SMR,,""
a2e89a3356cebcac57b2fbb237d717d6,SMR THER,SMR THER,,""
a2e89a3356cebcac57b2fbb237d717d6,SNF PINE REST,SNF PINE REST,,""
a2e89a3356cebcac57b2fbb237d717d6,SNOOKS BUTCHER SHOPPE,SNOOKS BUTCHER SHOPPE,,""
a2e89a3356cebcac57b2fbb237d717d6,SODEXO,SODEXO,,""
a2e89a3356cebcac57b2fbb237d717d6,SONIC RESTAURANT,SONIC RESTAURANT,,""
a2e89a3356cebcac57b2fbb237d717d6,SOUTH HURON URGENT CARE,SOUTH HURON URGENT CARE,,""
a2e89a3356cebcac57b2fbb237d717d6,SOUTH LYON SENIOR CARE,SOUTH LYON SENIOR CARE,,""
a2e89a3356cebcac57b2fbb237d717d6,SOUTH PARK WELDING,SOUTH PARK WELDING,,""
a2e89a3356cebcac57b2fbb237d717d6,SOUTHERN CROSS HEALTH SO,SOUTHERN CROSS HEALTH SO,,""
a2e89a3356cebcac57b2fbb237d717d6,SOUTHWEST SERVICE  ADMIN,SOUTHWEST SERVICE  ADMIN,,""
a2e89a3356cebcac57b2fbb237d717d6,SPARROW,SPARROW,,""
a2e89a3356cebcac57b2fbb237d717d6,SPARROW PHP,SPARROW PHP,,""
a2e89a3356cebcac57b2fbb237d717d6,SPARROW PHYSICIANS NETWOR,SPARROW PHYSICIANS NETWOR,,""
a2e89a3356cebcac57b2fbb237d717d6,SPARTA 150,SPARTA 150,,""
a2e89a3356cebcac57b2fbb237d717d6,SPARTA ELEVATOR,SPARTA ELEVATOR,,""
a2e89a3356cebcac57b2fbb237d717d6,SPARTA HC,SPARTA HC,,""
a2e89a3356cebcac57b2fbb237d717d6,SPARTA HC 150,SPARTA HC 150,,""
a2e89a3356cebcac57b2fbb237d717d6,SPARTA HEALTH CENTER,SPARTA HEALTH CENTER,,""
a2e89a3356cebcac57b2fbb237d717d6,SPARTA HEALTH CENTER 150,SPARTA HEALTH CENTER 150,,""
a2e89a3356cebcac57b2fbb237d717d6,SPARTA HEALTH CLINIC,SPARTA HEALTH CLINIC,,""
a2e89a3356cebcac57b2fbb237d717d6,SPARTA HEALTH CTR  200,SPARTA HEALTH CTR  200,,""
a2e89a3356cebcac57b2fbb237d717d6,SPARTA HLTH CENTER,SPARTA HLTH CENTER,,""
a2e89a3356cebcac57b2fbb237d717d6,SPARTA HLTH CENTER  200,SPARTA HLTH CENTER  200,,""
